[Gene ID]	[Transcript ID]	[Product Description]	[Gene Type]	[Gene Name or Symbol]	[Entrez Gene ID]	[UniProt ID]	
PF3D7_0935500	PF3D7_0935500.1	Plasmodium exported protein, unknown function	protein coding	GEXP22	813623	C0H591	
PF3D7_0935600	PF3D7_0935600.1	gametocytogenesis-implicated protein	protein coding	GIG	813624	Q8I2G4	
PF3D7_0935700	PF3D7_0935700.1	Plasmodium exported protein, unknown function	protein coding	N/A	813625	Q8I2G3	
PF3D7_0935800	PF3D7_0935800.1	cytoadherence linked asexual protein 9	protein coding	CLAG9	813626	Q8I2G2	
PF3D7_0935900	PF3D7_0935900.1	ring-exported protein 1	protein coding	REX1	813627	Q8I2G1	
PF3D7_0936000	PF3D7_0936000.1	ring-exported protein 2	protein coding	REX2	N/A	N/A	
PF3D7_0936100	PF3D7_0936100.1	early transcribed membrane protein	protein coding	ETRAMP9	813629	Q8I2F9	
PF3D7_0936200	PF3D7_0936200.1	Plasmodium exported protein (hyp11), unknown function	protein coding	N/A	813630	Q8I2F8	
PF3D7_0936300	PF3D7_0936300.1	ring-exported protein 3	protein coding	REX3	813631	Q8I2F7	
PF3D7_0936400	PF3D7_0936400.1	ring-exported protein 4	protein coding	REX4	813632	Q8I2F6	
PF3D7_0936500	PF3D7_0936500.1	virulence-associated protein 1	protein coding	VAP1	813633	Q8I2F5	
PF3D7_0936600	PF3D7_0936600.1	gametocyte exported protein 5	protein coding	GEXP5	813634	Q8I2F4	
PF3D7_0936700	PF3D7_0936700.1	lysophospholipase, putative	protein coding	N/A	813635	Q8I2F3	
PF3D7_0936800	PF3D7_0936800.1	Plasmodium exported protein (PHISTc), unknown function	protein coding	N/A	813636	Q8I2F2	
PF3D7_0936900	PF3D7_0936900.1	Plasmodium exported protein (PHISTb), unknown function, pseudogene	protein coding	N/A	813637	Q8I2F1	
PF3D7_0937000	PF3D7_0937000.1	Plasmodium exported protein (PHISTb), unknown function	protein coding	N/A	813638	C0H593	
PF3D7_0937100	PF3D7_0937100.1	Plasmodium exported protein, unknown function	protein coding	N/A	813639	Q8I2E9	
PF3D7_0937200	PF3D7_0937200.1	lysophospholipase, putative	protein coding	N/A	813640	Q8I2E8	
PF3D7_0937300	PF3D7_0937300.1	rifin	protein coding	RIF	813641	Q8I2E7	
PF3D7_0937400	PF3D7_0937400.1	rifin	protein coding	RIF	4794209	Q8I2E6	
PF3D7_0937500	PF3D7_0937500.1	rifin	protein coding	RIF	813642	Q8I2E5	
PF3D7_0937600	PF3D7_0937600.1	erythrocyte membrane protein 1, PfEMP1	protein coding	VAR	813643	Q8I2E4	
PF3D7_0937700	PF3D7_0937700.1	rifin	protein coding	RIF	813644	N/A	
PF3D7_0937800	PF3D7_0937800.1	erythrocyte membrane protein 1, PfEMP1	protein coding	VAR	813645	Q8I2E3	
PF3D7_1000100	PF3D7_1000100.1	erythrocyte membrane protein 1, PfEMP1	protein coding	VAR	810160	Q8IK37	
PF3D7_1000200	PF3D7_1000200.1	rifin	protein coding	RIF	810161	Q8IK36	
PF3D7_1000300	PF3D7_1000300.1	rifin	protein coding	RIF	810162	Q8IK35	
PF3D7_1000400	PF3D7_1000400.1	rifin	protein coding	RIF	810163	Q8IK34	
PF3D7_1000500	PF3D7_1000500.1	rifin	protein coding	RIF	810164	Q8IK33	
PF3D7_1000600	PF3D7_1000600.1	rifin	protein coding	RIF	810165	Q8IK32	
PF3D7_1000700	PF3D7_1000700.1	Plasmodium exported protein (PHISTa), unknown function, pseudogene	protein coding	N/A	810166	N/A	
PF3D7_1000800	PF3D7_1000800.1	stevor, pseudogene	protein coding	N/A	810168	N/A	
PF3D7_1000900	PF3D7_1000900.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene	protein coding	N/A	810170	N/A	
PF3D7_1001000	PF3D7_1001000.1	Plasmodium exported protein (hyp12), unknown function	protein coding	PfJ13	810171	Q8IK27	
PF3D7_1001100	PF3D7_1001100.1	acyl-CoA binding protein, isoform 1, ACBP1	protein coding	ACBP1	810173	Q8IK25	
PF3D7_1001100	PF3D7_1001100.2	acyl-CoA binding protein, isoform 1, ACBP1	protein coding	ACBP1	810173	Q8IK25	
PF3D7_1001200	PF3D7_1001200.1	acyl-CoA binding protein, isoform 2, ACBP2	protein coding	ACBP2	810174	Q8IK24	
PF3D7_1001300	PF3D7_1001300.1	Plasmodium exported protein (PHISTa), unknown function	protein coding	N/A	810175	Q8IK23	
PF3D7_1001400	PF3D7_1001400.1	alpha/beta hydrolase, putative	protein coding	N/A	810176	Q8IK22	
PF3D7_1001500	PF3D7_1001500.1	early transcribed membrane protein 10.1	protein coding	ETRAMP10	810177	Q8IK21	
PF3D7_1001600	PF3D7_1001600.1	alpha/beta hydrolase, putative	protein coding	N/A	810178	Q8IK20	
PF3D7_1001700	PF3D7_1001700.1	Plasmodium exported protein (PHISTc), unknown function	protein coding	N/A	810179	Q8IK19	
PF3D7_1001800	PF3D7_1001800.1	Plasmodium exported protein (PHISTc), unknown function	protein coding	N/A	810180	Q8IK18	
PF3D7_1001900	PF3D7_1001900.1	Plasmodium exported protein (hyp16), unknown function	protein coding	PfJ23	810181	Q8IK17	
PF3D7_1002000	PF3D7_1002000.1	Plasmodium exported protein (hyp2), unknown function	protein coding	N/A	810182	Q8IK16	
PF3D7_1002100	PF3D7_1002100.1	EMP1-trafficking protein	protein coding	PTP5	810183	Q8IK15	
PF3D7_1002200	PF3D7_1002200.1	tryptophan-rich antigen 3	protein coding	PArt	810184	Q8IK14	
PF3D7_1002300	PF3D7_1002300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810185	Q8IK13	
PF3D7_1002400	PF3D7_1002400.1	RNA-binding protein, putative	protein coding	N/A	810186	Q8IK12	
PF3D7_1002400	PF3D7_1002400.2	RNA-binding protein, putative	protein coding	N/A	810186	Q8IK12	
PF3D7_1002500	PF3D7_1002500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810187	Q8IK11	
PF3D7_1002600	PF3D7_1002600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810188	Q8IK10	
PF3D7_1002700	PF3D7_1002700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810189	Q8IK09	
PF3D7_1002800	PF3D7_1002800.1	DnaJ protein, putative	protein coding	N/A	810190	Q8IK08	
PF3D7_1002900	PF3D7_1002900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810191	Q8IK07	
PF3D7_1003000	PF3D7_1003000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810192	Q8IK06	
PF3D7_1003100	PF3D7_1003100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	8444967	C6S3C0	
PF3D7_1003200	PF3D7_1003200.1	ribosome-binding factor A, putative	protein coding	N/A	810193	Q8IK05	
PF3D7_1003300	PF3D7_1003300.1	N-terminal acetyltransferase A complex catalytic subunit ARD1, putative	protein coding	ARD1	810194	Q8IK04	
PF3D7_1003400	PF3D7_1003400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810195	Q8IK03	
PF3D7_1003500	PF3D7_1003500.1	40S ribosomal protein S20e, putative	protein coding	N/A	810196	Q8IK02	
PF3D7_1003600	PF3D7_1003600.1	inner membrane complex protein 1c, putative	protein coding	IMC1c	810197	Q8IK01	
PF3D7_1003700	PF3D7_1003700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810198	Q8IK00	
PF3D7_1003800	PF3D7_1003800.1	U5 small nuclear ribonuclear protein, putative	protein coding	N/A	810199	Q8IJZ9	
PF3D7_1003900	PF3D7_1003900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810200	Q8IJZ8	
PF3D7_1004000	PF3D7_1004000.1	60S ribosomal protein L13, putative	protein coding	N/A	810201	Q8IJZ7	
PF3D7_1004100	PF3D7_1004100.1	hypothetical protein	protein coding	N/A	810202	Q8IJZ6	
PF3D7_1004200	PF3D7_1004200.1	WD repeat-containing protein, putative	protein coding	N/A	810203	Q8IJZ5	
PF3D7_1004300	PF3D7_1004300.1	E3 ubiquitin-protein ligase, putative	protein coding	N/A	810204	Q8IJZ4	
PF3D7_1004400	PF3D7_1004400.1	RNA-binding protein, putative	protein coding	N/A	810205	Q8IJZ3	
PF3D7_1004500	PF3D7_1004500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810206	Q8IJZ2	
PF3D7_1004600	PF3D7_1004600.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	810207	Q8IJZ1	
PF3D7_1004700	PF3D7_1004700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810208	Q8IJZ0	
PF3D7_1004800	PF3D7_1004800.1	ADP/ATP carrier protein, putative	protein coding	N/A	810209	Q8IJY9	
PF3D7_1004900	PF3D7_1004900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810210	Q8IJY8	
PF3D7_1005000	PF3D7_1005000.1	methionine--tRNA ligase, putative	protein coding	MRSapi	810211	Q8I716	
PF3D7_1005100	PF3D7_1005100.1	U3 small nucleolar RNA-associated protein 25, putative	protein coding	UTP25	810212	Q8IJY7	
PF3D7_1005200	PF3D7_1005200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	8445013	C6S3C1	
PF3D7_1005300	PF3D7_1005300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810213	Q8IJY6	
PF3D7_1005400	PF3D7_1005400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810214	Q8IJY5	
PF3D7_1005500	PF3D7_1005500.1	regulator of nonsense transcripts 1, putative	protein coding	UPF1	810215	Q8IJY4	
PF3D7_1005600	PF3D7_1005600.1	DnaJ protein, putative	protein coding	N/A	810216,8445055	C6S3C2,Q8IJY3	
PF3D7_1005700	PF3D7_1005700.1	peptidase, putative	protein coding	N/A	N/A	N/A	
PF3D7_1005800	PF3D7_1005800.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	810217	Q8IJY2	
PF3D7_1005900	PF3D7_1005900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810218	Q8IJY1	
PF3D7_1006000	PF3D7_1006000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810219	Q8IJY0	
PF3D7_1006100	PF3D7_1006100.1	CCR4-NOT transcription complex subunit 5, putative	protein coding	NOT5	810220	Q8IJX9	
PF3D7_1006200	PF3D7_1006200.1	DNA/RNA-binding protein Alba 3	protein coding	ALBA3	810221	Q8IJX8	
PF3D7_1006300	PF3D7_1006300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	8444974	C6S3C3	
PF3D7_1006400	PF3D7_1006400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810222	Q8IJX7	
PF3D7_1006500	PF3D7_1006500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810223	Q8IJX6	
PF3D7_1006600	PF3D7_1006600.1	phosducin-like protein, putative	protein coding	PhLP1	810224	Q8IJX5	
PF3D7_1006700	PF3D7_1006700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810225	Q8IJX4	
PF3D7_1006800	PF3D7_1006800.1	single-strand telomeric DNA-binding protein GBP2, putative	protein coding	GBP2	810226	Q8IJX3	
PF3D7_1006900	PF3D7_1006900.1	PPPDE peptidase, putative	protein coding	N/A	810227	Q8IJX2	
PF3D7_1007000	PF3D7_1007000.1	conserved membrane protein, unknown function	protein coding	N/A	810228	Q8IJX1	
PF3D7_1007100	PF3D7_1007100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	8444963	C6S3C4	
PF3D7_1007200	PF3D7_1007200.1	rhoGAP GTPase, putative	protein coding	N/A	810229	Q8IJX0	
PF3D7_1007300	PF3D7_1007300.1	RING zinc finger protein, putative	protein coding	N/A	810230	Q8IJW9	
PF3D7_1007400	PF3D7_1007400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810231	Q8IJW8	
PF3D7_1007500	PF3D7_1007500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	8445019	C6S3C5	
PF3D7_1007600	PF3D7_1007600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810232	Q8IJW7	
PF3D7_1007700	PF3D7_1007700.1	transcription factor with AP2 domain(s)	protein coding	ApiAP2	810233	Q8IJW6	
PF3D7_1007800	PF3D7_1007800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810234	Q8IJW5	
PF3D7_1007900	PF3D7_1007900.1	eukaryotic translation initiation factor 3 subunit D, putative	protein coding	EIF3D	810235	Q8IJW4	
PF3D7_1008000	PF3D7_1008000.1	histone deacetylase 2	protein coding	HDA2	810236	Q8IJW3	
PF3D7_1008100	PF3D7_1008100.1	zinc finger protein, putative	protein coding	N/A	810237	Q8IJW2	
PF3D7_1008200	PF3D7_1008200.1	endonuclease, putative	protein coding	N/A	810238	Q8IJW1	
PF3D7_1008300	PF3D7_1008300.1	AP-5 complex subunit sigma-1, putative, pseudogene	protein coding	N/A	8444983	N/A	
PF3D7_1008400	PF3D7_1008400.1	26S protease regulatory subunit 4, putative	protein coding	RPT2	810239	Q8IJW0	
PF3D7_1008500	PF3D7_1008500.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	810240	Q8IJV9	
PF3D7_1008600	PF3D7_1008600.1	zinc finger C-x8-C-x5-C-x3-H type, putative	protein coding	N/A	810241	Q8IJV8	
PF3D7_1008700	PF3D7_1008700.1	tubulin beta chain	protein coding	N/A	810242	Q7KQL5	
PF3D7_1008800	PF3D7_1008800.1	nucleolar protein 5, putative	protein coding	NOP5	810243	Q8IJV7	
PF3D7_1008900	PF3D7_1008900.1	adenylate kinase	protein coding	AK1	810244	Q8IJV6	
PF3D7_1009000	PF3D7_1009000.1	diphthine methyl ester synthase, putative	protein coding	DPH5	810245	Q8IJV5	
PF3D7_1009100	PF3D7_1009100.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	810246	Q8IJV4	
PF3D7_1009200	PF3D7_1009200.1	small subunit rRNA synthesis-associated protein, putative	protein coding	N/A	810247	Q8IJV3	
PF3D7_1009300	PF3D7_1009300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810248	Q8IJV2	
PF3D7_1009400	PF3D7_1009400.1	zinc finger protein, putative	protein coding	ZNF2	810249	Q8IJV1	
PF3D7_1009500	PF3D7_1009500.1	metalloprotease, putative	protein coding	N/A	810250	Q8IJV0	
PF3D7_1009600	PF3D7_1009600.1	protein phosphatase, putative	protein coding	N/A	810251	Q8IJU9	
PF3D7_1009700	PF3D7_1009700.1	tubulin--tyrosine ligase, putative	protein coding	N/A	810252	Q8IJU8	
PF3D7_1009800	PF3D7_1009800.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	810253	Q8IJU7	
PF3D7_1009900	PF3D7_1009900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810254	Q8IJU6	
PF3D7_1010000	PF3D7_1010000.1	ribosomal protein L43, mitochondrial, putative	protein coding	N/A	810255	Q8IJU5	
PF3D7_1010100	PF3D7_1010100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810256	Q8IJU4	
PF3D7_1010200	PF3D7_1010200.1	DNA2/NAM7 helicase, putative	protein coding	N/A	810257	Q8IJU3	
PF3D7_1010300	PF3D7_1010300.1	succinate dehydrogenase subunit 4, putative	protein coding	SDH4	810258	Q8IJU2	
PF3D7_1010400	PF3D7_1010400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810259	Q8IJU1	
PF3D7_1010500	PF3D7_1010500.1	ankyrin-repeat protein, putative	protein coding	N/A	810260	Q8IJU0	
PF3D7_1010600	PF3D7_1010600.1	eukaryotic translation initiation factor 2 subunit beta	protein coding	eIF2beta	810261	Q8IJT9	
PF3D7_1010700	PF3D7_1010700.1	dolichyl-phosphate-mannose protein mannosyltransferase, putative	protein coding	N/A	810262	Q8IJT8	
PF3D7_1010800	PF3D7_1010800.1	50S ribosomal protein L22, mitochondrial, putative	protein coding	N/A	810263	Q8IJT7	
PF3D7_1010900	PF3D7_1010900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810264	Q8IJT6	
PF3D7_1011000	PF3D7_1011000.1	inner membrane complex sub-compartment protein 1	protein coding	ISP1	810265	Q8IJT5	
PF3D7_1011100	PF3D7_1011100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810266	Q8IJT4	
PF3D7_1011200	PF3D7_1011200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810267	Q8IJT3	
PF3D7_1011200	PF3D7_1011200.2	conserved Plasmodium protein, unknown function	protein coding	N/A	810267	Q8IJT3	
PF3D7_1011300	PF3D7_1011300.1	protein ARV1, putative	protein coding	ARV1	810268	Q8IJT2	
PF3D7_1011400	PF3D7_1011400.1	proteasome subunit beta type-5	protein coding	N/A	810269	Q8IJT1	
PF3D7_1011500	PF3D7_1011500.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	810270	Q8IJT0	
PF3D7_1011600	PF3D7_1011600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810271	Q8IJS9	
PF3D7_1011700	PF3D7_1011700.1	DNA repair protein RAD23, putative	protein coding	RAD23	810272	Q8IJS8	
PF3D7_1011800	PF3D7_1011800.1	PRE-binding protein	protein coding	PREBP	810273	Q8IJS7	
PF3D7_1011900	PF3D7_1011900.1	heme oxygenase	protein coding	HO	810274	Q8IJS6	
PF3D7_1012000	PF3D7_1012000.1	E3 ubiquitin-protein ligase, putative	protein coding	N/A	810275	Q8IJS5	
PF3D7_1012100	PF3D7_1012100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810276	Q8IJS4	
PF3D7_1012200	PF3D7_1012200.1	rhoptry associated adhesin	protein coding	RA	810277	Q8IJS3	
PF3D7_1012300	PF3D7_1012300.1	cytochrome b-c1 complex subunit 7, putative	protein coding	QCR7	810278	Q8IJS2	
PF3D7_1012400	PF3D7_1012400.1	hypoxanthine-guanine phosphoribosyltransferase	protein coding	HGPRT	810279	Q8IJS1	
PF3D7_1012500	PF3D7_1012500.1	phosphoglucomutase, putative	protein coding	N/A	810280	Q8IJS0	
PF3D7_1012600	PF3D7_1012600.1	GMP synthase [glutamine-hydrolyzing]	protein coding	GMPS	810281	Q8IJR9	
PF3D7_1012700	PF3D7_1012700.1	NLI interacting factor-like phosphatase, putative	protein coding	NIF4	810282	Q8IJR8	
PF3D7_1012800	PF3D7_1012800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810283	Q8IJR7	
PF3D7_1012900	PF3D7_1012900.1	autophagy-related protein 18, putative	protein coding	ATG18	810284	Q8IJR6	
PF3D7_1013000	PF3D7_1013000.1	zinc finger protein, putative	protein coding	N/A	810285	Q8IJR5	
PF3D7_1013100	PF3D7_1013100.1	U3 small nucleolar RNA-associated protein 13, putative	protein coding	UTP13	810286	Q8IJR4	
PF3D7_1013200	PF3D7_1013200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810287	Q8IJR3	
PF3D7_1013300	PF3D7_1013300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810288	Q8IJR2	
PF3D7_1013400	PF3D7_1013400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810289	Q8IJR1	
PF3D7_1013500	PF3D7_1013500.1	phosphoinositide-specific phospholipase C	protein coding	PI-PLC	810290	Q8IJR0	
PF3D7_1013600	PF3D7_1013600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810291	Q8IJQ9	
PF3D7_1013700	PF3D7_1013700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810292	Q8IJQ8	
PF3D7_1013800	PF3D7_1013800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810293	Q8IJQ7	
PF3D7_1013900	PF3D7_1013900.1	translation initiation factor eIF-2B subunit delta, putative	protein coding	N/A	810294	Q8IJQ6	
PF3D7_1014000	PF3D7_1014000.1	GDP-L-fucose synthase	protein coding	FS	810295	Q8IJQ5	
PF3D7_1014100	PF3D7_1014100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810296	Q8IJQ4	
PF3D7_1014200	PF3D7_1014200.1	male gamete fusion factor HAP2, putative	protein coding	HAP2	810297	Q8IJQ3	
PF3D7_1014300	PF3D7_1014300.1	conserved protein, unknown function	protein coding	N/A	810298	Q8IJQ2	
PF3D7_1014400	PF3D7_1014400.1	MO15-related protein kinase	protein coding	MRK	810299	Q8IJQ1	
PF3D7_1014500	PF3D7_1014500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810300	Q8IJQ0	
PF3D7_1014600	PF3D7_1014600.1	transcriptional coactivator ADA2	protein coding	ADA2	810301	Q8IJP9	
PF3D7_1014700	PF3D7_1014700.1	prohibitin, putative	protein coding	N/A	810302	Q8IJP8	
PF3D7_1014800	PF3D7_1014800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810303	Q8IJP7	
PF3D7_1014900	PF3D7_1014900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810304	Q8IJP6	
PF3D7_1015000	PF3D7_1015000.1	FAD synthetase, putative	protein coding	N/A	810305	Q8IJP5	
PF3D7_1015100	PF3D7_1015100.1	conserved protein, unknown function	protein coding	N/A	810306	Q8IJP4	
PF3D7_1015200	PF3D7_1015200.1	cysteine--tRNA ligase, putative	protein coding	CysRS	810307	Q8IJP3	
PF3D7_1015200	PF3D7_1015200.2	cysteine--tRNA ligase, putative	protein coding	CysRS	810307	Q8IJP3	
PF3D7_1015200	PF3D7_1015200.3	cysteine--tRNA ligase, putative	protein coding	CysRS	810307	Q8IJP3	
PF3D7_1015300	PF3D7_1015300.1	methionine aminopeptidase 1b, putative	protein coding	METAP1b	810308	Q8IJP2	
PF3D7_1015400	PF3D7_1015400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810309	Q8IJP1	
PF3D7_1015500	PF3D7_1015500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810310	Q8IJP0	
PF3D7_1015600	PF3D7_1015600.1	heat shock protein 60	protein coding	HSP60	810311	Q8IJN9	
PF3D7_1015700	PF3D7_1015700.1	tubulin binding cofactor c, putative	protein coding	N/A	8444964	C6S3C6	
PF3D7_1015700	PF3D7_1015700.2	tubulin binding cofactor c, putative	protein coding	N/A	8444964	C6S3C6	
PF3D7_1015800	PF3D7_1015800.1	ribonucleoside-diphosphate reductase small chain, putative	protein coding	N/A	810312	Q8IJN8	
PF3D7_1015900	PF3D7_1015900.1	enolase	protein coding	ENO	810313	Q8IJN7	
PF3D7_1016000	PF3D7_1016000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810314	Q8IJN6	
PF3D7_1016100	PF3D7_1016100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	810315	Q8IJN5	
PF3D7_1016200	PF3D7_1016200.1	Rab3 GTPase-activating protein non-catalytic subunit, putative	protein coding	N/A	810316	Q8IJN4	
PF3D7_1016300	PF3D7_1016300.1	glycophorin binding protein	protein coding	GBP	810317	Q8I6U8	
